P01D10B,P01A02,P01A03,P01A04,P01A05,P01A06,P01A07,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2701.0,22.0,1.0,25010.0,0072,6.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0030,2.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0129,10.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0149,12.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2701.0,22.0,1.0,25010.0,0174,14.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2201.0,13.0,1.0,15430.0,62,7.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2301.0,11.0,2.0,13159.0,0078,5.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2301.0,11.0,8.0,13456.0,0096,15.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,36,11.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11151.0,36,11.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,27,7.0,2.0,4.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2601.0,20.0,7.0,23918.0,0162,13.0,1.0,4.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2501.0,16.0,1.0,20332.0,0018,2.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,0015,1.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,0135,12.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,0135,12.0,2.0,4.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2601.0,20.0,9.0,24104.0,0043,1.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2601.0,20.0,9.0,24104.0,0048,1.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,3.0,142.0,0050,7.0,1.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,018,2.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,0031,3.0,2.0,1.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2001.0,1.0,36.0,4933.0,0115,11.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2601.0,20.0,1.0,23511.0,0063,1.0,1.0,5.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,11,3.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,11,3.0,2.0,3.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,44,15.0,2.0,2.0,3,C,1,"Se indica que la actividad principal de la persona fue buscar trabajo, estudiar, quehaceres del hogar, jubilado o pensionado, rentista, enfermo o convaleciente, discapacidad, cuidado de niños, cuidado de adultos mayores, cuidado de enfermo(a), estar en cuarentena u otro y no tiene información en la verificación de la actividad.",03C0105,
2101.0,9.0,4.0,11154.0,0005,2.0,2.0,1.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2101.0,9.0,4.0,11154.0,0005,2.0,2.0,4.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2101.0,9.0,4.0,11154.0,0021,6.0,2.0,2.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2301.0,11.0,2.0,13159.0,0142,8.0,1.0,2.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2301.0,11.0,2.0,13159.0,0160,9.0,1.0,3.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2301.0,11.0,2.0,13159.0,0160,9.0,1.0,4.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2301.0,11.0,2.0,13159.0,0160,9.0,1.0,5.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2501.0,16.0,3.0,19744.0,0018,2.0,1.0,2.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2501.0,16.0,3.0,19744.0,0018,2.0,1.0,3.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2501.0,16.0,3.0,19744.0,0018,2.0,1.0,4.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2501.0,16.0,3.0,19744.0,0094,1.0,1.0,3.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2401.0,13.0,8.0,16094.0,93,1.0,1.0,3.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2401.0,13.0,8.0,16094.0,60,1.0,1.0,2.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2401.0,13.0,8.0,16094.0,60,1.0,1.0,4.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2401.0,13.0,8.0,16094.0,60,1.0,1.0,5.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2401.0,13.0,8.0,16094.0,60,1.0,1.0,6.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2601.0,20.0,7.0,23918.0,0009,1.0,1.0,1.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2601.0,20.0,7.0,23918.0,0009,1.0,1.0,2.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
2601.0,20.0,7.0,23918.0,0009,1.0,1.0,6.0,3,C,3,"Se indica que no trabajó por vacaciones, enfermedad o accidente, permiso o licencia de trabajo, huelga o por suspensión laboral y no se registra categoría ocupacional de la persona ",03C0301,
